"";"Občina";"Leto";"Število.dokončanih.stanovanj.na.1000.prebivalcev";"Povprečna.površina.dokončanih.stanovanj..m2."
"2577";"Sevnica";2011;"3.0";162
"2578";"Sevnica";2012;"1.9";123
"2579";"Sevnica";2013;"1.7";158
"2580";"Sevnica";2014;"1.9";153
"2581";"Sevnica";2015;"1.8";145
"2582";"Sevnica";2016;"2.2";166
"2583";"Sevnica";2017;"2.1";161
"2584";"Sežana";2017;NA;NA
"2585";"Sežana";2002;"3.2";141
"2586";"Sežana";2003;"1.4";132
"2587";"Sežana";2004;"2.2";128
"2588";"Sežana";2005;"7.1";96
"2589";"Sežana";2006;"4.8";98
"2590";"Sežana";2007;"9.5";108
"2591";"Sežana";2008;"5.1";98
"2592";"Sežana";2009;"3.6";104
"2593";"Sežana";2010;"3.6";159
"2594";"Sežana";2011;"2.6";163
"2595";"Sežana";2012;"2.3";176
"2596";"Sežana";2013;"3.1";198
"2597";"Sežana";2014;"1.2";194
"2598";"Sežana";2015;"1.3";149
"2599";"Sežana";2016;"1.6";188
"2600";"Sežana";2017;"1.6";150
"2601";"Slovenj Gradec";2017;NA;NA
"2602";"Slovenj Gradec";2002;"5.0";104
"2603";"Slovenj Gradec";2003;"4.0";106
"2604";"Slovenj Gradec";2004;"2.2";126
"2605";"Slovenj Gradec";2005;"2.8";136
"2606";"Slovenj Gradec";2006;"3.7";116
"2607";"Slovenj Gradec";2007;"0.6";195
"2608";"Slovenj Gradec";2008;"3.5";124
"2609";"Slovenj Gradec";2009;"4.1";141
"2610";"Slovenj Gradec";2010;"1.8";179
"2611";"Slovenj Gradec";2011;"1.4";280
"2612";"Slovenj Gradec";2012;"1.2";198
"2613";"Slovenj Gradec";2013;"1.4";202
"2614";"Slovenj Gradec";2014;"0.9";185
"2615";"Slovenj Gradec";2015;"1.2";169
"2616";"Slovenj Gradec";2016;"1.3";171
"2617";"Slovenj Gradec";2017;"1.3";172
"2618";"Slovenska Bistrica";2017;NA;NA
"2619";"Slovenska Bistrica";2002;"4.4";157
"2620";"Slovenska Bistrica";2003;"3.3";165
"2621";"Slovenska Bistrica";2004;"5.1";113
"2622";"Slovenska Bistrica";2005;"3.6";154
"2623";"Slovenska Bistrica";2006;"8.1";109
"2624";"Slovenska Bistrica";2007;"7.0";133
"2625";"Slovenska Bistrica";2008;"7.6";157
"2626";"Slovenska Bistrica";2009;"8.5";139
"2627";"Slovenska Bistrica";2010;"5.9";167
"2628";"Slovenska Bistrica";2011;"9.6";89
"2629";"Slovenska Bistrica";2012;"3.5";166
"2630";"Slovenska Bistrica";2013;"2.3";155
"2631";"Slovenska Bistrica";2014;"3.2";129
"2632";"Slovenska Bistrica";2015;"1.9";172
"2633";"Slovenska Bistrica";2016;"2.3";122
"2634";"Slovenska Bistrica";2017;"1.9";144
"2635";"Slovenske Konjice";2017;NA;NA
"2636";"Slovenske Konjice";2002;"4.1";156
"2637";"Slovenske Konjice";2003;"3.2";162
"2638";"Slovenske Konjice";2004;"2.7";173
"2639";"Slovenske Konjice";2005;"3.1";128
"2640";"Slovenske Konjice";2006;"4.9";144
"2641";"Slovenske Konjice";2007;"4.7";136
"2642";"Slovenske Konjice";2008;"6.1";151
"2643";"Slovenske Konjice";2009;"4.3";148
"2644";"Slovenske Konjice";2010;"5.9";126
"2645";"Slovenske Konjice";2011;"6.9";112
"2646";"Slovenske Konjice";2012;"3.3";177
"2647";"Slovenske Konjice";2013;"5.2";95
"2648";"Slovenske Konjice";2014;"1.4";177
"2649";"Slovenske Konjice";2015;"2.1";192
"2650";"Slovenske Konjice";2016;"1.5";168
"2651";"Slovenske Konjice";2017;"2.0";156
"2652";"Sodražica";2017;NA;NA
"2653";"Sodražica";2002;"10.2";77
"2654";"Sodražica";2003;"6.9";58
"2655";"Sodražica";2004;"4.6";157
"2656";"Sodražica";2005;"0.9";148
"2657";"Sodražica";2006;"2.7";162
"2658";"Sodražica";2007;"3.7";195
"2659";"Sodražica";2008;"5.1";166
"2660";"Sodražica";2009;"3.7";189
"2661";"Sodražica";2010;"4.1";204
"2662";"Sodražica";2011;"2.3";188
"2663";"Sodražica";2012;"2.7";233
"2664";"Sodražica";2013;"2.3";171
"2665";"Sodražica";2014;"2.3";173
"2666";"Sodražica";2015;"2.3";176
"2667";"Sodražica";2016;"1.8";267
"2668";"Sodražica";2017;"3.2";122
"2669";"Solčava";2017;NA;NA
"2670";"Solčava";2002;"3.6";93
"2671";"Solčava";2003;"1.8";137
"2672";"Solčava";2004;"0.0";0
"2673";"Solčava";2005;"1.8";126
"2674";"Solčava";2006;"1.8";191
"2675";"Solčava";2007;"0.0";0
"2676";"Solčava";2008;"0.0";0
"2677";"Solčava";2009;"2.0";250
"2678";"Solčava";2010;"0.0";0
"2679";"Solčava";2011;"1.9";185
"2680";"Solčava";2012;"0.0";0
"2681";"Solčava";2013;"0.0";0
"2682";"Solčava";2014;"1.9";146
"2683";"Solčava";2015;"0.0";0
"2684";"Solčava";2016;"1.9";82
"2685";"Solčava";2017;"1.9";135
"2686";"Središče ob Dravi";2017;NA;NA
"2687";"Središče ob Dravi";2002;NA;NA
"2688";"Središče ob Dravi";2003;NA;NA
"2689";"Središče ob Dravi";2004;NA;NA
"2690";"Središče ob Dravi";2005;NA;NA
"2691";"Središče ob Dravi";2006;NA;NA
"2692";"Središče ob Dravi";2007;"0.0";0
"2693";"Središče ob Dravi";2008;"0.0";0
"2694";"Središče ob Dravi";2009;"0.0";0
"2695";"Središče ob Dravi";2010;"0.0";0
"2696";"Središče ob Dravi";2011;"1.4";96
"2697";"Središče ob Dravi";2012;"0.9";171
"2698";"Središče ob Dravi";2013;"0.0";0
"2699";"Središče ob Dravi";2014;"1.9";107
"2700";"Središče ob Dravi";2015;"1.0";153
"2701";"Središče ob Dravi";2016;"2.0";126
"2702";"Središče ob Dravi";2017;"2.5";143
"2703";"Starše";2017;NA;NA
"2704";"Starše";2002;"2.8";136
"2705";"Starše";2003;"2.0";146
"2706";"Starše";2004;"3.7";135
"2707";"Starše";2005;"3.0";128
"2708";"Starše";2006;"3.7";185
"2709";"Starše";2007;"2.7";113
"2710";"Starše";2008;"5.9";88
"2711";"Starše";2009;"5.1";168
"2712";"Starše";2010;"3.1";174
"2713";"Starše";2011;"3.4";145
"2714";"Starše";2012;"2.4";172
"2715";"Starše";2013;"1.2";185
"2716";"Starše";2014;"1.5";152
"2717";"Starše";2015;"1.7";152
"2718";"Starše";2016;"1.7";150
"2719";"Starše";2017;"2.5";135
"2720";"Straža";2017;NA;NA
"2721";"Straža";2002;NA;NA
"2722";"Straža";2003;NA;NA
"2723";"Straža";2004;NA;NA
"2724";"Straža";2005;NA;NA
"2725";"Straža";2006;NA;NA
"2726";"Straža";2007;"0.5";93
"2727";"Straža";2008;"0.0";0
"2728";"Straža";2009;"0.3";122
"2729";"Straža";2010;"1.3";158
"2730";"Straža";2011;"0.3";64
"2731";"Straža";2012;"0.8";107
"2732";"Straža";2013;"0.5";126
"2733";"Straža";2014;"0.8";111
"2734";"Straža";2015;"0.3";164
"2735";"Straža";2016;"1.3";181
"2736";"Straža";2017;"3.1";180
"2737";"Sveta Ana";2017;NA;NA
"2738";"Sveta Ana";2002;"7.6";112
"2739";"Sveta Ana";2003;"4.2";174
"2740";"Sveta Ana";2004;"3.0";235
"2741";"Sveta Ana";2005;"3.8";195
"2742";"Sveta Ana";2006;"2.5";204
"2743";"Sveta Ana";2007;"3.4";182
"2744";"Sveta Ana";2008;"2.5";168
"2745";"Sveta Ana";2009;"3.0";90
"2746";"Sveta Ana";2010;"3.8";186
"2747";"Sveta Ana";2011;"3.4";163
"2748";"Sveta Ana";2012;"4.7";193
"2749";"Sveta Ana";2013;"6.0";181
"2750";"Sveta Ana";2014;"2.6";187
"2751";"Sveta Ana";2015;"1.7";216
"2752";"Sveta Ana";2016;"9.1";119
"2753";"Sveta Ana";2017;"4.4";200
"2754";"Sveta Trojica v Slov. goricah";2017;NA;NA
"2755";"Sveta Trojica v Slov. goricah";2002;NA;NA
"2756";"Sveta Trojica v Slov. goricah";2003;NA;NA
"2757";"Sveta Trojica v Slov. goricah";2004;NA;NA
"2758";"Sveta Trojica v Slov. goricah";2005;NA;NA
"2759";"Sveta Trojica v Slov. goricah";2006;NA;NA
"2760";"Sveta Trojica v Slov. goricah";2007;"0.4";114
"2761";"Sveta Trojica v Slov. goricah";2008;"0.5";127
"2762";"Sveta Trojica v Slov. goricah";2009;"0.9";179
"2763";"Sveta Trojica v Slov. goricah";2010;"4.3";166
"2764";"Sveta Trojica v Slov. goricah";2011;"4.3";177
"2765";"Sveta Trojica v Slov. goricah";2012;"3.3";229
"2766";"Sveta Trojica v Slov. goricah";2013;"2.9";126
"2767";"Sveta Trojica v Slov. goricah";2014;"2.9";160
"2768";"Sveta Trojica v Slov. goricah";2015;"4.8";155
"2769";"Sveta Trojica v Slov. goricah";2016;"2.4";199
"2770";"Sveta Trojica v Slov. goricah";2017;"2.4";259
"2771";"Sveti Andraž v Slov. goricah";2017;NA;NA
"2772";"Sveti Andraž v Slov. goricah";2002;"4.7";80
"2773";"Sveti Andraž v Slov. goricah";2003;"1.6";118
"2774";"Sveti Andraž v Slov. goricah";2004;"0.8";100
"2775";"Sveti Andraž v Slov. goricah";2005;"0.8";75
"2776";"Sveti Andraž v Slov. goricah";2006;"4.0";131
"2777";"Sveti Andraž v Slov. goricah";2007;"0.8";160
"2778";"Sveti Andraž v Slov. goricah";2008;"0.8";60
"2779";"Sveti Andraž v Slov. goricah";2009;"2.5";139
"2780";"Sveti Andraž v Slov. goricah";2010;"0.0";0
"2781";"Sveti Andraž v Slov. goricah";2011;"6.7";162
"2782";"Sveti Andraž v Slov. goricah";2012;"0.0";0
"2783";"Sveti Andraž v Slov. goricah";2013;"0.0";0
"2784";"Sveti Andraž v Slov. goricah";2014;"0.9";120
"2785";"Sveti Andraž v Slov. goricah";2015;"0.9";120
"2786";"Sveti Andraž v Slov. goricah";2016;"5.2";111
"2787";"Sveti Andraž v Slov. goricah";2017;"2.6";260
"2788";"Sveti Jurij ob Ščavnici";2017;NA;NA
"2789";"Sveti Jurij ob Ščavnici";2002;"5.2";157
"2790";"Sveti Jurij ob Ščavnici";2003;"5.2";193
"2791";"Sveti Jurij ob Ščavnici";2004;"5.8";154
"2792";"Sveti Jurij ob Ščavnici";2005;"6.2";146
"2793";"Sveti Jurij ob Ščavnici";2006;"3.1";135
"2794";"Sveti Jurij ob Ščavnici";2007;"3.7";139
"2795";"Sveti Jurij ob Ščavnici";2008;"2.1";161
"2796";"Sveti Jurij ob Ščavnici";2009;"4.5";208
"2797";"Sveti Jurij ob Ščavnici";2010;"4.1";196
"2798";"Sveti Jurij ob Ščavnici";2011;"2.8";214
"2799";"Sveti Jurij ob Ščavnici";2012;"2.4";241
"2800";"Sveti Jurij ob Ščavnici";2013;"2.8";144
"2801";"Sveti Jurij ob Ščavnici";2014;"4.5";173
"2802";"Sveti Jurij ob Ščavnici";2015;"2.8";110
"2803";"Sveti Jurij ob Ščavnici";2016;"3.2";128
"2804";"Sveti Jurij ob Ščavnici";2017;"3.2";164
"2805";"Sveti Jurij v Slov. goricah";2017;NA;NA
"2806";"Sveti Jurij v Slov. goricah";2002;NA;NA
"2807";"Sveti Jurij v Slov. goricah";2003;NA;NA
"2808";"Sveti Jurij v Slov. goricah";2004;NA;NA
"2809";"Sveti Jurij v Slov. goricah";2005;NA;NA
"2810";"Sveti Jurij v Slov. goricah";2006;NA;NA
"2811";"Sveti Jurij v Slov. goricah";2007;"0.9";142
"2812";"Sveti Jurij v Slov. goricah";2008;"0.9";95
"2813";"Sveti Jurij v Slov. goricah";2009;"8.0";128
"2814";"Sveti Jurij v Slov. goricah";2010;"2.4";175
"2815";"Sveti Jurij v Slov. goricah";2011;"3.3";186
"2816";"Sveti Jurij v Slov. goricah";2012;"3.3";127
"2817";"Sveti Jurij v Slov. goricah";2013;"5.7";132
"2818";"Sveti Jurij v Slov. goricah";2014;"3.9";189
"2819";"Sveti Jurij v Slov. goricah";2015;"2.4";262
"2820";"Sveti Jurij v Slov. goricah";2016;"1.9";179
"2821";"Sveti Jurij v Slov. goricah";2017;"1.9";155
"2822";"Sveti Tomaž";2017;NA;NA
"2823";"Sveti Tomaž";2002;"...";NA
"2824";"Sveti Tomaž";2003;NA;NA
"2825";"Sveti Tomaž";2004;NA;NA
"2826";"Sveti Tomaž";2005;NA;NA
"2827";"Sveti Tomaž";2006;NA;NA
"2828";"Sveti Tomaž";2007;"0.0";0
"2829";"Sveti Tomaž";2008;"0.5";52
"2830";"Sveti Tomaž";2009;"0.0";0
"2831";"Sveti Tomaž";2010;"2.4";112
"2832";"Sveti Tomaž";2011;"2.8";94
"2833";"Sveti Tomaž";2012;"3.8";110
"2834";"Sveti Tomaž";2013;"1.4";126
"2835";"Sveti Tomaž";2014;"1.9";109
"2836";"Sveti Tomaž";2015;"3.4";101
"2837";"Sveti Tomaž";2016;"3.0";76
"2838";"Sveti Tomaž";2017;"2.5";139
"2839";"Šalovci";2017;NA;NA
"2840";"Šalovci";2002;"3.9";115
"2841";"Šalovci";2003;"3.4";88
"2842";"Šalovci";2004;"4.0";115
"2843";"Šalovci";2005;"2.9";125
"2844";"Šalovci";2006;"13.5";75
"2845";"Šalovci";2007;"1.8";181
"2846";"Šalovci";2008;"2.5";95
"2847";"Šalovci";2009;"3.1";109
"2848";"Šalovci";2010;"1.9";131
"2849";"Šalovci";2011;"3.2";182
"2850";"Šalovci";2012;"0.7";135
"2851";"Šalovci";2013;"0.0";0
"2852";"Šalovci";2014;"2.0";131
"2853";"Šalovci";2015;"2.1";127
"2854";"Šalovci";2016;"1.4";147
"2855";"Šalovci";2017;"2.8";143
"2856";"Šempeter - Vrtojba";2017;NA;NA
"2857";"Šempeter - Vrtojba";2002;"3.3";119
"2858";"Šempeter - Vrtojba";2003;"4.4";91
"2859";"Šempeter - Vrtojba";2004;"4.2";113
"2860";"Šempeter - Vrtojba";2005;"3.1";96
"2861";"Šempeter - Vrtojba";2006;"3.9";102
"2862";"Šempeter - Vrtojba";2007;"2.5";129
"2863";"Šempeter - Vrtojba";2008;"5.9";83
"2864";"Šempeter - Vrtojba";2009;"2.4";101
"2865";"Šempeter - Vrtojba";2010;"9.9";45
"2866";"Šempeter - Vrtojba";2011;"1.1";165
"2867";"Šempeter - Vrtojba";2012;"0.8";153
"2868";"Šempeter - Vrtojba";2013;"0.3";270
"2869";"Šempeter - Vrtojba";2014;"1.1";156
"2870";"Šempeter - Vrtojba";2015;"1.0";174
"2871";"Šempeter - Vrtojba";2016;"1.6";134
"2872";"Šempeter - Vrtojba";2017;"1.3";121
"2873";"Šenčur";2017;NA;NA
"2874";"Šenčur";2002;"4.3";104
"2875";"Šenčur";2003;"4.8";116
"2876";"Šenčur";2004;"2.5";128
"2877";"Šenčur";2005;"2.9";200
"2878";"Šenčur";2006;"4.0";170
"2879";"Šenčur";2007;"8.4";124
"2880";"Šenčur";2008;"3.2";221
"2881";"Šenčur";2009;"3.8";147
"2882";"Šenčur";2010;"2.6";232
"2883";"Šenčur";2011;"2.8";150
"2884";"Šenčur";2012;"2.1";203
"2885";"Šenčur";2013;"1.8";211
"2886";"Šenčur";2014;"1.3";160
"2887";"Šenčur";2015;"1.6";158
"2888";"Šenčur";2016;"1.3";213
"2889";"Šenčur";2017;"1.0";101
"2890";"Šentilj";2017;NA;NA
"2891";"Šentilj";2002;"2.9";115
"2892";"Šentilj";2003;"2.1";113
"2893";"Šentilj";2004;"4.0";150
"2894";"Šentilj";2005;"2.4";112
"2895";"Šentilj";2006;"3.4";116
"2896";"Šentilj";2007;"3.7";124
"2897";"Šentilj";2008;"7.0";162
"2898";"Šentilj";2009;"3.6";160
"2899";"Šentilj";2010;"13.1";116
"2900";"Šentilj";2011;"4.1";164
"2901";"Šentilj";2012;"3.3";122
"2902";"Šentilj";2013;"3.3";142
"2903";"Šentilj";2014;"1.7";164
"2904";"Šentilj";2015;"1.8";153
"2905";"Šentilj";2016;"1.8";175
"2906";"Šentilj";2017;"1.2";141
"2907";"Šentjernej";2017;NA;NA
"2908";"Šentjernej";2002;"2.7";159
"2909";"Šentjernej";2003;"1.7";111
"2910";"Šentjernej";2004;"1.5";106
"2911";"Šentjernej";2005;"2.7";138
"2912";"Šentjernej";2006;"2.7";127
"2913";"Šentjernej";2007;"2.7";143
"2914";"Šentjernej";2008;"1.2";128
"2915";"Šentjernej";2009;"1.0";186
"2916";"Šentjernej";2010;"1.3";180
"2917";"Šentjernej";2011;"1.6";146
"2918";"Šentjernej";2012;"1.6";131
"2919";"Šentjernej";2013;"2.4";155
"2920";"Šentjernej";2014;"2.7";167
"2921";"Šentjernej";2015;"4.0";136
"2922";"Šentjernej";2016;"3.6";161
"2923";"Šentjernej";2017;"3.7";158
"2924";"Šentjur";2017;NA;NA
"2925";"Šentjur";2002;"3.7";157
"2926";"Šentjur";2003;"2.9";101
"2927";"Šentjur";2004;"3.1";81
"2928";"Šentjur";2005;"3.3";89
"2929";"Šentjur";2006;"5.0";124
"2930";"Šentjur";2007;"4.5";175
"2931";"Šentjur";2008;"3.2";175
"2932";"Šentjur";2009;"3.5";148
"2933";"Šentjur";2010;"3.6";184
"2934";"Šentjur";2011;"3.2";201
"2935";"Šentjur";2012;"2.5";181
"2936";"Šentjur";2013;"1.9";165
"2937";"Šentjur";2014;"2.4";145
"2938";"Šentjur";2015;"1.7";142
"2939";"Šentjur";2016;"1.7";142
"2940";"Šentjur";2017;"1.9";169
"2941";"Šentrupert";2017;NA;NA
"2942";"Šentrupert";2002;NA;NA
"2943";"Šentrupert";2003;NA;NA
"2944";"Šentrupert";2004;NA;NA
"2945";"Šentrupert";2005;NA;NA
"2946";"Šentrupert";2006;NA;NA
"2947";"Šentrupert";2007;"0.0";0
"2948";"Šentrupert";2008;"0.0";0
"2949";"Šentrupert";2009;"0.7";123
"2950";"Šentrupert";2010;"1.1";210
"2951";"Šentrupert";2011;"1.8";245
"2952";"Šentrupert";2012;"2.1";242
"2953";"Šentrupert";2013;"3.1";160
"2954";"Šentrupert";2014;"2.1";189
"2955";"Šentrupert";2015;"5.8";176
"2956";"Šentrupert";2016;"2.7";181
"2957";"Šentrupert";2017;"5.9";149
"2958";"Škocjan";2017;NA;NA
"2959";"Škocjan";2002;"4.3";134
"2960";"Škocjan";2003;"2.9";103
"2961";"Škocjan";2004;"2.6";147
"2962";"Škocjan";2005;"2.5";141
"2963";"Škocjan";2006;"2.8";149
"2964";"Škocjan";2007;"1.6";151
"2965";"Škocjan";2008;"2.2";181
"2966";"Škocjan";2009;"1.9";200
"2967";"Škocjan";2010;"2.8";155
"2968";"Škocjan";2011;"0.9";101
"2969";"Škocjan";2012;"1.3";144
"2970";"Škocjan";2013;"2.5";158
"2971";"Škocjan";2014;"0.9";165
"2972";"Škocjan";2015;"3.7";146
"2973";"Škocjan";2016;"1.5";128
"2974";"Škocjan";2017;"2.5";141
"2975";"Škofja Loka";2017;NA;NA
"2976";"Škofja Loka";2002;"1.8";155
"2977";"Škofja Loka";2003;"2.4";132
"2978";"Škofja Loka";2004;"3.1";142
"2979";"Škofja Loka";2005;"2.7";138
"2980";"Škofja Loka";2006;"2.2";172
"2981";"Škofja Loka";2007;"5.1";107
"2982";"Škofja Loka";2008;"7.6";123
"2983";"Škofja Loka";2009;"3.8";176
"2984";"Škofja Loka";2010;"4.4";177
"2985";"Škofja Loka";2011;"2.1";215
"2986";"Škofja Loka";2012;"2.0";229
"2987";"Škofja Loka";2013;"3.8";128
"2988";"Škofja Loka";2014;"1.9";208
"2989";"Škofja Loka";2015;"2.2";208
"2990";"Škofja Loka";2016;"1.4";191
"2991";"Škofja Loka";2017;"1.2";214
"2992";"Škofljica";2017;NA;NA
"2993";"Škofljica";2002;"7.6";139
"2994";"Škofljica";2003;"3.5";180
"2995";"Škofljica";2004;"3.2";120
"2996";"Škofljica";2005;"3.6";140
"2997";"Škofljica";2006;"5.0";161
"2998";"Škofljica";2007;"4.9";175
"2999";"Škofljica";2008;"39.6";93
"3000";"Škofljica";2009;"5.9";135
"3001";"Škofljica";2010;"3.3";126
"3002";"Škofljica";2011;"1.0";170
"3003";"Škofljica";2012;"5.5";97
"3004";"Škofljica";2013;"1.6";144
"3005";"Škofljica";2014;"5.9";64
"3006";"Škofljica";2015;"0.9";209
"3007";"Škofljica";2016;"0.8";210
"3008";"Škofljica";2017;"1.7";173
"3009";"Šmarje pri Jelšah";2017;NA;NA
"3010";"Šmarje pri Jelšah";2002;"3.6";91
"3011";"Šmarje pri Jelšah";2003;"5.2";99
"3012";"Šmarje pri Jelšah";2004;"4.2";112
"3013";"Šmarje pri Jelšah";2005;"3.8";91
"3014";"Šmarje pri Jelšah";2006;"3.4";104
"3015";"Šmarje pri Jelšah";2007;"8.2";87
"3016";"Šmarje pri Jelšah";2008;"2.7";116
"3017";"Šmarje pri Jelšah";2009;"7.5";71
"3018";"Šmarje pri Jelšah";2010;"3.4";114
"3019";"Šmarje pri Jelšah";2011;"3.3";135
"3020";"Šmarje pri Jelšah";2012;"3.8";109
"3021";"Šmarje pri Jelšah";2013;"2.9";150
"3022";"Šmarje pri Jelšah";2014;"2.4";134
"3023";"Šmarje pri Jelšah";2015;"2.6";144
"3024";"Šmarje pri Jelšah";2016;"2.0";125
"3025";"Šmarje pri Jelšah";2017;"1.1";143
"3026";"Šmarješke Toplice";2017;NA;NA
"3027";"Šmarješke Toplice";2002;NA;NA
"3028";"Šmarješke Toplice";2003;NA;NA
"3029";"Šmarješke Toplice";2004;NA;NA
"3030";"Šmarješke Toplice";2005;NA;NA
"3031";"Šmarješke Toplice";2006;NA;NA
"3032";"Šmarješke Toplice";2007;"1.3";169
"3033";"Šmarješke Toplice";2008;"1.3";166
"3034";"Šmarješke Toplice";2009;"0.3";110
"3035";"Šmarješke Toplice";2010;"2.5";145
"3036";"Šmarješke Toplice";2011;"2.8";158
"3037";"Šmarješke Toplice";2012;"0.6";163
"3038";"Šmarješke Toplice";2013;"1.5";137
"3039";"Šmarješke Toplice";2014;"1.2";245
"3040";"Šmarješke Toplice";2015;"3.4";134
"3041";"Šmarješke Toplice";2016;"2.7";145
"3042";"Šmarješke Toplice";2017;"4.3";179
"3043";"Šmartno ob Paki";2017;NA;NA
"3044";"Šmartno ob Paki";2002;"5.8";148
"3045";"Šmartno ob Paki";2003;"3.4";164
"3046";"Šmartno ob Paki";2004;"3.4";130
"3047";"Šmartno ob Paki";2005;"2.3";119
"3048";"Šmartno ob Paki";2006;"1.3";135
"3049";"Šmartno ob Paki";2007;"14.5";87
"3050";"Šmartno ob Paki";2008;"3.2";165
"3051";"Šmartno ob Paki";2009;"8.7";101
"3052";"Šmartno ob Paki";2010;"3.5";172
"3053";"Šmartno ob Paki";2011;"4.7";144
"3054";"Šmartno ob Paki";2012;"4.3";168
"3055";"Šmartno ob Paki";2013;"3.7";172
"3056";"Šmartno ob Paki";2014;"1.5";184
"3057";"Šmartno ob Paki";2015;"4.0";111
"3058";"Šmartno ob Paki";2016;"3.4";124
"3059";"Šmartno ob Paki";2017;"2.5";152
"3060";"Šmartno pri Litiji";2017;NA;NA
"3061";"Šmartno pri Litiji";2002;NA;NA
"3062";"Šmartno pri Litiji";2003;"4.6";141
"3063";"Šmartno pri Litiji";2004;"0.4";80
"3064";"Šmartno pri Litiji";2005;"1.0";142
"3065";"Šmartno pri Litiji";2006;"1.3";148
"3066";"Šmartno pri Litiji";2007;"1.5";129
"3067";"Šmartno pri Litiji";2008;"3.1";177
"3068";"Šmartno pri Litiji";2009;"7.4";109
"3069";"Šmartno pri Litiji";2010;"5.2";112
"3070";"Šmartno pri Litiji";2011;"5.7";124
"3071";"Šmartno pri Litiji";2012;"3.3";140
"3072";"Šmartno pri Litiji";2013;"1.3";184
"3073";"Šmartno pri Litiji";2014;"2.9";176
"3074";"Šmartno pri Litiji";2015;"2.2";106
"3075";"Šmartno pri Litiji";2016;"1.3";180
"3076";"Šmartno pri Litiji";2017;"2.3";182
"3077";"Šoštanj";2017;NA;NA
"3078";"Šoštanj";2002;"7.6";75
"3079";"Šoštanj";2003;"3.9";138
"3080";"Šoštanj";2004;"3.5";152
"3081";"Šoštanj";2005;"2.0";149
"3082";"Šoštanj";2006;"2.1";153
"3083";"Šoštanj";2007;"1.4";100
"3084";"Šoštanj";2008;"5.7";78
"3085";"Šoštanj";2009;"2.6";157
"3086";"Šoštanj";2010;"1.8";184
"3087";"Šoštanj";2011;"2.6";158
"3088";"Šoštanj";2012;"2.4";180
"3089";"Šoštanj";2013;"1.1";162
"3090";"Šoštanj";2014;"2.9";175
"3091";"Šoštanj";2015;"2.6";141
"3092";"Šoštanj";2016;"1.3";168
"3093";"Šoštanj";2017;"2.6";103
"3094";"Štore";2017;NA;NA
"3095";"Štore";2002;"0.7";81
"3096";"Štore";2003;"0.5";134
"3097";"Štore";2004;"1.9";167
"3098";"Štore";2005;"4.6";99
"3099";"Štore";2006;"1.4";124
"3100";"Štore";2007;"6.3";92
"3101";"Štore";2008;"1.0";216
"3102";"Štore";2009;"1.6";190
"3103";"Štore";2010;"1.2";213
"3104";"Štore";2011;"1.2";157
"3105";"Štore";2012;"1.4";188
"3106";"Štore";2013;"1.2";174
"3107";"Štore";2014;"0.9";228
"3108";"Štore";2015;"0.2";82
"3109";"Štore";2016;"1.7";199
"3110";"Štore";2017;"0.5";192
"3111";"Tabor";2017;NA;NA
"3112";"Tabor";2002;"2.6";107
"3113";"Tabor";2003;"2.0";157
"3114";"Tabor";2004;"0.0";0
"3115";"Tabor";2005;"1.3";124
"3116";"Tabor";2006;"1.3";178
"3117";"Tabor";2007;"4.0";103
"3118";"Tabor";2008;"9.2";113
"3119";"Tabor";2009;"17.3";113
"3120";"Tabor";2010;"6.5";171
"3121";"Tabor";2011;"3.1";183
"3122";"Tabor";2012;"3.1";198
"3123";"Tabor";2013;"1.2";116
"3124";"Tabor";2014;"3.7";171
"3125";"Tabor";2015;"1.2";204
"3126";"Tabor";2016;"1.2";165
"3127";"Tabor";2017;"1.2";220
"3128";"Tišina";2017;NA;NA
"3129";"Tišina";2002;"2.3";98
"3130";"Tišina";2003;"1.2";173
"3131";"Tišina";2004;"1.2";106
"3132";"Tišina";2005;"1.9";148
"3133";"Tišina";2006;"2.6";95
"3134";"Tišina";2007;"3.0";144
"3135";"Tišina";2008;"1.9";124
"3136";"Tišina";2009;"2.4";169
"3137";"Tišina";2010;"4.3";147
"3138";"Tišina";2011;"1.4";131
"3139";"Tišina";2012;"1.5";142
"3140";"Tišina";2013;"1.2";179
"3141";"Tišina";2014;"2.4";121
"3142";"Tišina";2015;"1.0";156
"3143";"Tišina";2016;"4.5";106
"3144";"Tišina";2017;"2.8";160
"3145";"Tolmin";2017;NA;NA
"3146";"Tolmin";2002;"3.3";162
"3147";"Tolmin";2003;"2.6";155
"3148";"Tolmin";2004;"2.1";185
"3149";"Tolmin";2005;"1.5";152
"3150";"Tolmin";2006;"1.6";159
"3151";"Tolmin";2007;"1.6";165
"3152";"Tolmin";2008;"1.8";127
"3153";"Tolmin";2009;"3.2";119
"3154";"Tolmin";2010;"1.4";133
"3155";"Tolmin";2011;"1.7";123
"3156";"Tolmin";2012;"4.6";80
"3157";"Tolmin";2013;"1.0";141
"3158";"Tolmin";2014;"1.7";212
"3159";"Tolmin";2015;"0.8";144
"3160";"Tolmin";2016;"2.0";198
"3161";"Tolmin";2017;"1.8";164
"3162";"Trbovlje";2017;NA;NA
"3163";"Trbovlje";2002;"0.8";154
"3164";"Trbovlje";2003;"0.7";137
"3165";"Trbovlje";2004;"0.7";188
"3166";"Trbovlje";2005;"2.0";82
"3167";"Trbovlje";2006;"1.3";119
"3168";"Trbovlje";2007;"0.5";170
