"";"Investitor";"Vrsta.objekta";"Leto";"Tip.gradbene.aktivnosti...SKUPAJ";"Novogradnja";"Povečava";"Rekonstrukcija.in.sprememba.namembnosti";"Investicijska.vzdrževalna.dela";"Redna.vzdrževalna.dela"
"199";"Investitor - SKUPAJ";"126 Stavbe splošnega družbenega pomena";2016;"73243342";"26164933";"5380969";"21259966";"674400";"19763074"
"200";"Investitor - SKUPAJ";"126 Stavbe splošnega družbenega pomena";2017;"107878286";"z";"z";"z";"1044237";"30833660"
"201";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2010;"20680699";"5999386";"z";"z";"4016512";"29592"
"202";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2011;"21251767";"5158695";"z";"z";"5090809";"813202"
"203";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2012;"12433077";"6117004";"z";"4583007";"z";"1649043"
"204";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2013;"12677893";"5757443";"z";"5415245";"z";"z"
"205";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2014;"20886954";"7944933";"z";"10107720";"z";"1622987"
"206";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2015;"15383941";"4441894";NA;"6970050";NA;"3971997"
"207";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2016;"5394497";"z";NA;"567873";"z";"4380610"
"208";"Investitor - SKUPAJ";"1261 Stavbe za kulturo in razvedrilo";2017;"14037118";"6347559";NA;"2514371";NA;"5175188"
"209";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2010;"z";"1430351";NA;"z";"1766741";"95823"
"210";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2011;"7421561";"2590143";"z";"z";"2275932";"26009"
"211";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2012;"9546771";"z";"z";"8606973";"z";"685711"
"212";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2013;"999672";NA;NA;"732491";NA;"267181"
"213";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2014;"5052342";"z";NA;"2324971";"z";"1718580"
"214";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2015;"3336344";"324906";NA;"2015033";"196067";"800338"
"215";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2016;"1424656";"z";NA;"905259";"z";"190516"
"216";"Investitor - SKUPAJ";"1262 Muzeji in knjižnice";2017;"2504883";"z";NA;"z";"z";"695258"
"217";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2010;"z";"38661070";"z";"z";"10188991";"800038"
"218";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2011;"102969394";"69666369";"4501176";"12379591";"13522012";"2900246"
"219";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2012;"94181611";"70028280";"z";"8250049";"z";"14991396"
"220";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2013;"134033727";"82506582";"5057032";"23058508";"3865440";"19546164"
"221";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2014;"112993288";"44788814";"6883593";"24805565";"3211585";"33303732"
"222";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2015;"58240881";"19905251";"3688008";"21660840";"461829";"12524952"
"223";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2016;"41456090";"13872988";"4812857";"13279242";"121440";"9369564"
"224";"Investitor - SKUPAJ";"1263 Stavbe za izobraževanje in znanstvenoraziskovalno delo";2017;"57318667";"23035483";"4803864";"13220576";"351064";"15907680"
"225";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2010;"27302874";"11896729";"z";"z";"5945638";"489888"
"226";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2011;"33503281";"14904621";"z";"z";"9276798";"1670448"
"227";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2012;"44416518";"18629367";"z";"6820511";"z";"18093509"
"228";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2013;"21800517";"9865985";"z";"4835786";"z";"6690926"
"229";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2014;"z";"10243741";"z";"5278157";"z";"3839569"
"230";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2015;"49408821";"36103060";"z";"8198900";"z";"4986224"
"231";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2016;"19505750";"z";"z";"5276894";"z";"4995758"
"232";"Investitor - SKUPAJ";"1264 Stavbe za zdravstveno oskrbo";2017;"22235903";"6530388";"z";"8368358";"z";"6630181"
"233";"Investitor - SKUPAJ";"1265 Stavbe za šport";2010;"129817121";"124578405";"z";"z";"33765";"2327"
"234";"Investitor - SKUPAJ";"1265 Stavbe za šport";2011;"25643281";"21233354";"1824956";"952071";"1580605";"52295"
"235";"Investitor - SKUPAJ";"1265 Stavbe za šport";2012;"17514707";"z";"z";"6095713";NA;"981429"
"236";"Investitor - SKUPAJ";"1265 Stavbe za šport";2013;"7471262";"z";NA;"1594640";"z";"662298"
"237";"Investitor - SKUPAJ";"1265 Stavbe za šport";2014;"z";"3445717";NA;"z";"z";"859376"
"238";"Investitor - SKUPAJ";"1265 Stavbe za šport";2015;"21274589";"19470708";"z";"778237";"z";"730015"
"239";"Investitor - SKUPAJ";"1265 Stavbe za šport";2016;"5462349";"z";"z";"1230698";NA;"826627"
"240";"Investitor - SKUPAJ";"1265 Stavbe za šport";2017;"11781715";"8882140";"12061";"462162";NA;"2425353"
"241";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2010;"42385568";"21368969";"686384";"13226091";"5226508";"1877617"
"242";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2011;"73231037";"47423213";"1290705";"5777338";"15020254";"3719527"
"243";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2012;"29475295";"10798062";"z";"7818162";"z";"8553074"
"244";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2013;"32368934";"16060405";"718060";"6767240";"1474293";"7348936"
"245";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2014;"32112451";"21046273";"300597";"3696506";"743629";"6325445"
"246";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2015;"35851863";"15242170";"z";"9717483";"z";"z"
"247";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2016;"42577400";"23497640";"z";"12948062";"z";"4902524"
"248";"Investitor - SKUPAJ";"127 Druge nestanovanjske stavbe";2017;"44330749";"22587082";"1559861";"7731247";"117785";"12334774"
"249";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2010;"5947095";"4720556";"z";"889721";"z";"z"
"250";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2011;"4310585";"2513485";"z";"413398";"z";"324297"
"251";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2012;"8975157";"7343506";"z";"824454";"z";"717649"
"252";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2013;"9029066";"7085802";"z";"z";NA;"959916"
"253";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2014;"10855904";"9400658";"180249";"z";"z";"743367"
"254";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2015;"6153148";"3761162";"z";"1376891";"z";"z"
"255";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2016;"7117729";"5150707";"23732";"1299820";"124348";"519123"
"256";"Investitor - SKUPAJ";"1271 Nestanovanjske kmetijske stavbe";2017;"18038393";"12728199";"194375";"949139";NA;"4166680"
"257";"Investitor - SKUPAJ";"1272 Obredne stavbe";2010;"4731242";"1052597";"z";"1839166";"z";"194567"
"258";"Investitor - SKUPAJ";"1272 Obredne stavbe";2011;"6222369";"1055438";"z";"2006928";"z";"50878"
"259";"Investitor - SKUPAJ";"1272 Obredne stavbe";2012;"4525045";"z";NA;"1762469";"z";"1607114"
"260";"Investitor - SKUPAJ";"1272 Obredne stavbe";2013;"7028192";"1346469";"z";"2325885";"z";"2690858"
"261";"Investitor - SKUPAJ";"1272 Obredne stavbe";2014;"4709469";"z";"z";"1355726";"z";"1871493"
"262";"Investitor - SKUPAJ";"1272 Obredne stavbe";2015;"6819876";"678664";"177614";"3842652";"468338";"1652608"
"263";"Investitor - SKUPAJ";"1272 Obredne stavbe";2016;"15277779";"11315268";"151148";"2285772";"109090";"1416501"
"264";"Investitor - SKUPAJ";"1272 Obredne stavbe";2017;"7652872";"3511056";"z";"1896502";"z";"1798531"
"265";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2010;"2644317";"164243";NA;"1912659";"z";"z"
"266";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2011;"7858556";"1189589";NA;"1571385";"4991126";"106456"
"267";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2012;"5326074";"z";NA;"3479737";"z";"643770"
"268";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2013;"2651924";"891805";NA;"458150";"1244841";"57128"
"269";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2014;"1299330";"z";NA;"z";"z";"90914"
"270";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2015;"5241020";"556998";NA;"1801729";"2734841";"147452"
"271";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2016;"620204";"336719";NA;"113803";"z";"z"
"272";"Investitor - SKUPAJ";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2017;"2276458";"1307274";NA;"631302";"45747";"292135"
"273";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2010;"29062914";"15431573";"z";"8584545";"z";"1456938"
"274";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2011;"54839527";"42664701";"z";"1785626";"z";"3237897"
"275";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2012;"10649019";"z";"451804";"1751502";"z";"5584540"
"276";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2013;"13659752";"6736329";"147036";"z";"z";"3641033"
"277";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2014;"15247748";"9805207";"z";"1777411";"z";"3619671"
"278";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2015;"17637819";"10245347";"z";"2696211";"z";"3391843"
"279";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2016;"19561688";"6694947";"z";"9248666";"z";"z"
"280";"Investitor - SKUPAJ";"1274 Druge stavbe, ki niso uvrščene drugje";2017;"16363026";"5040553";"z";"4254304";"z";"6077429"
"281";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2010;"1312945840";"714634641";"3284191";"217251118";"169017510";"208758381"
"282";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2011;"1084864150";"480535723";"4760949";"182734931";"227184459";"189648089"
"283";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2012;"913165854";"456394532";"1850185";"216404152";NA;"238516985"
"284";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2013;"957316683";"399726471";"6173928";"244065062";NA;"307351222"
"285";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2014;"1268808934";"581622441";"6188063";"292221361";NA;"388777070"
"286";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2015;"1153587905";"459641916";"6113334";"292813192";NA;"395019464"
"287";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2016;"866796231";"377491719";"2421041";"208980694";NA;"277902778"
"288";"Investitor - SKUPAJ";"2 GRADBENI INŽENIRSKI OBJEKTI";2017;"988721278";"454269582";"5970833";"244148257";NA;"284332606"
"289";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2010;"789934587";"z";"z";"165915249";"z";"179715466"
"290";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2011;"628017284";"129521771";"z";"138758355";"192501975";"z"
"291";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2012;"473419599";"137031770";"594390";"159909768";NA;"175883670"
"292";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2013;"506987507";"86313032";"3282278";"183580847";NA;"233811350"
"293";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2014;"658956433";"z";"z";"197563812";NA;"291723970"
"294";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2015;"679309534";"155227444";"5415440";"194500827";NA;"324165823"
"295";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2016;"491196950";"132358497";"676941";"141048672";NA;"217112840"
"296";"Investitor - SKUPAJ";"21 Objekti prometne infrastrukture";2017;"558825079";"152253192";"2635832";"176829509";NA;"227106545"
"297";"Investitor - SKUPAJ";"211 Ceste";2010;"530339357";"228415140";"z";"90375843";"z";"119866671"
"298";"Investitor - SKUPAJ";"211 Ceste";2011;"380343954";"84837781";"z";"z";"z";"z"
"299";"Investitor - SKUPAJ";"211 Ceste";2012;"277287380";"68235848";"z";"z";NA;"100362487"
"300";"Investitor - SKUPAJ";"211 Ceste";2013;"z";"73972605";"z";"z";NA;"147859427"
"301";"Investitor - SKUPAJ";"211 Ceste";2014;"332034766";"z";"z";"74089503";NA;"186491898"
"302";"Investitor - SKUPAJ";"211 Ceste";2015;"366795014";"77510831";"5415440";"79797423";NA;"204071321"
"303";"Investitor - SKUPAJ";"211 Ceste";2016;"361958274";"91341062";"595262";"119759315";NA;"150262635"
"304";"Investitor - SKUPAJ";"211 Ceste";2017;"391282089";"z";"z";"z";NA;"149563931"
"305";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2010;"226063519";"149383392";NA;"28098275";"20664055";"27917797"
"306";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2011;"120588782";"37536268";NA;"29009452";"16322971";"37720090"
"307";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2012;"85199651";"29206699";"z";"z";NA;"28335154"
"308";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2013;"z";"19739941";"z";"z";NA;"50973220"
"309";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2014;"100208476";"23091469";"z";"21564464";NA;"z"
"310";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2015;"149187930";"37255259";"z";"z";NA;"74284149"
"311";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2016;"219679108";"69423882";NA;"74526801";NA;"75728424"
"312";"Investitor - SKUPAJ";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2017;"240157570";"82696891";"1533878";"76275249";NA;"79651552"
"313";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2010;"304275838";"79031748";"z";"62277569";"z";"91948874"
"314";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2011;"259755173";"47301513";"z";"z";"z";"z"
"315";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2012;"192087729";"39029150";"z";"z";NA;"72027333"
"316";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2013;"195311716";"54232665";"1612948";"42579897";NA;"96886207"
"317";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2014;"231826290";"z";"z";"52525038";NA;"z"
"318";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2015;"217607084";"40255572";"z";"z";NA;"129787172"
"319";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2016;"142279166";"21917179";"595262";"45232514";NA;"74534210"
"320";"Investitor - SKUPAJ";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2017;"151124519";"z";"z";"z";NA;"69912379"
"321";"Investitor - SKUPAJ";"212 Železniške proge";2010;"162945572";"z";NA;"z";"38406346";"52943240"
"322";"Investitor - SKUPAJ";"212 Železniške proge";2011;"178213470";"750018";NA;"z";"63625727";"z"
"323";"Investitor - SKUPAJ";"212 Železniške proge";2012;"109969008";"z";NA;"z";NA;"61722083"
"324";"Investitor - SKUPAJ";"212 Železniške proge";2013;"163111943";"2382373";NA;"97224128";NA;"63505442"
"325";"Investitor - SKUPAJ";"212 Železniške proge";2014;"228891189";"z";"z";"112889248";NA;"z"
"326";"Investitor - SKUPAJ";"212 Železniške proge";2015;"243879362";"36867746";NA;"102515266";NA;"104496350"
"327";"Investitor - SKUPAJ";"212 Železniške proge";2016;"68818497";"5012459";NA;"7557856";NA;"56248183"
"328";"Investitor - SKUPAJ";"212 Železniške proge";2017;"98790602";"12491620";NA;"32791106";NA;"53507875"
"329";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2010;"z";"z";NA;"z";"38406346";"52943240"
"330";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2011;"178213470";"750018";NA;"z";"63625727";"z"
"331";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2012;"109841694";NA;NA;"z";NA;"z"
"332";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2013;"163111943";"2382373";NA;"97224128";NA;"63505442"
"333";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2014;"228702003";"z";"z";"112889248";NA;"z"
"334";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2015;"z";"36867746";NA;"102515266";NA;"z"
"335";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2016;"68779296";"5012459";NA;"7557856";NA;"56208982"
"336";"Investitor - SKUPAJ";"2121 Glavne in regionalne železniške proge";2017;"98525594";"12491620";NA;"z";NA;"z"
"337";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2010;"z";"z";NA;"z";NA;NA
"338";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2011;NA;NA;NA;NA;NA;NA
"339";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2012;"127315";"z";NA;"z";NA;"z"
"340";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2013;NA;NA;NA;NA;NA;NA
"341";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2014;"189186";"z";NA;NA;NA;"z"
"342";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2015;"z";NA;NA;NA;NA;"z"
"343";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2016;"39201";NA;NA;NA;NA;"39201"
"344";"Investitor - SKUPAJ";"2122 Mestne železniške proge";2017;"265008";NA;NA;"z";NA;"z"
"345";"Investitor - SKUPAJ";"213 Letališke steze";2010;"z";"z";NA;NA;"z";NA
"346";"Investitor - SKUPAJ";"213 Letališke steze";2011;"931666";"485049";NA;NA;"z";"z"
"347";"Investitor - SKUPAJ";"213 Letališke steze";2012;"4637693";"z";NA;NA;NA;"z"
"348";"Investitor - SKUPAJ";"213 Letališke steze";2013;"z";"z";NA;NA;NA;"z"
"349";"Investitor - SKUPAJ";"213 Letališke steze";2014;"z";"z";NA;"2692599";NA;"1175379"
"350";"Investitor - SKUPAJ";"213 Letališke steze";2015;"2747125";"1408902";NA;"582329";NA;"755894"
"351";"Investitor - SKUPAJ";"213 Letališke steze";2016;"483386";"z";NA;"41235";NA;"z"
"352";"Investitor - SKUPAJ";"213 Letališke steze";2017;"4724542";NA;NA;"z";NA;"z"
"353";"Investitor - SKUPAJ";"2130 Letališke steze";2010;"z";"z";NA;NA;"z";NA
"354";"Investitor - SKUPAJ";"2130 Letališke steze";2011;"931666";"485049";NA;NA;"z";"z"
"355";"Investitor - SKUPAJ";"2130 Letališke steze";2012;"4637693";"z";NA;NA;NA;"z"
"356";"Investitor - SKUPAJ";"2130 Letališke steze";2013;"z";"z";NA;NA;NA;"z"
"357";"Investitor - SKUPAJ";"2130 Letališke steze";2014;"z";"z";NA;"2692599";NA;"1175379"
"358";"Investitor - SKUPAJ";"2130 Letališke steze";2015;"2747125";"1408902";NA;"582329";NA;"755894"
"359";"Investitor - SKUPAJ";"2130 Letališke steze";2016;"483386";"z";NA;"41235";NA;"z"
"360";"Investitor - SKUPAJ";"2130 Letališke steze";2017;"4724542";NA;NA;"z";NA;"z"
"361";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2010;"54056997";"42543061";NA;"6206875";"3631146";"1675914"
"362";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2011;"41755674";"35140617";NA;"2889421";"2302538";"1423098"
"363";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2012;"61208805";"z";"z";"z";NA;"4791218"
"364";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2013;"z";"6300277";"z";"3112717";NA;"z"
"365";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2014;"38931393";"22568242";NA;"3614237";NA;"12748913"
"366";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2015;"32642151";"18712504";NA;"6105858";NA;"7823790"
"367";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2016;"11394078";"z";"z";"4673691";NA;"z"
"368";"Investitor - SKUPAJ";"214 Mostovi, viadukti, predori in podhodi";2017;"21920948";"z";NA;"9585614";NA;"z"
"369";"Investitor - SKUPAJ";"2141 Mostovi in viadukti";2010;"31046891";"21273671";NA;"z";"z";"1140967"
