"Delovno aktivno prebivalstvo po: OBÈINE, LETO, SPOL , DOSEŽENA IZOBRAZBA"

"Obèine";"Leto";"Spol";"Izobrazba - SKUPAJ";"Osnovnošolska ali manj";"Srednješolska";"Višješolska, visokošolska";"Neznano"
" ";" ";"Moški";899;139;635;125;-
" ";" ";"Ženske";700;88;403;209;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1619;215;1042;362;-
" ";" ";"Moški";913;127;643;143;-
" ";" ";"Ženske";706;88;399;219;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1592;187;1027;378;-
" ";" ";"Moški";892;105;641;146;-
" ";" ";"Ženske";700;82;386;232;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1574;171;1017;386;-
" ";" ";"Moški";880;100;629;151;-
" ";" ";"Ženske";694;71;388;235;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1595;157;1043;395;-
" ";" ";"Moški";890;89;650;151;-
" ";" ";"Ženske";705;68;393;244;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1700;164;1104;432;-
" ";" ";"Moški";955;95;697;163;-
" ";" ";"Ženske";745;69;407;269;-
"Tabor"
" ";"2005"
" ";" ";"Spol - SKUPAJ";579;153;351;68;7
" ";" ";"Moški";355;99;222;31;3
" ";" ";"Ženske";223;54;129;37;3
" ";"2006"
" ";" ";"Spol - SKUPAJ";588;148;360;73;7
" ";" ";"Moški";364;96;232;33;4
" ";" ";"Ženske";224;52;128;40;3
" ";"2007"
" ";" ";"Spol - SKUPAJ";608;146;377;78;7
" ";" ";"Moški";377;96;242;34;5
" ";" ";"Ženske";231;51;135;44;2
" ";"2008"
" ";" ";"Spol - SKUPAJ";607;140;378;84;5
" ";" ";"Moški";360;90;231;34;5
" ";" ";"Ženske";247;49;148;50;-
" ";"2009"
" ";" ";"Spol - SKUPAJ";616;119;382;112;3
" ";" ";"Moški";366;78;233;52;3
" ";" ";"Ženske";250;41;149;60;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";629;113;374;140;2
" ";" ";"Moški";378;80;230;66;2
" ";" ";"Ženske";251;33;144;74;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";671;115;385;171;-
" ";" ";"Moški";389;77;234;78;-
" ";" ";"Ženske";282;38;151;93;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";659;99;384;176;-
" ";" ";"Moški";392;72;241;79;-
" ";" ";"Ženske";267;27;143;97;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";700;102;398;200;-
" ";" ";"Moški";405;75;239;91;-
" ";" ";"Ženske";295;27;159;109;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";702;93;392;217;-
" ";" ";"Moški";417;71;246;100;-
" ";" ";"Ženske";285;22;146;117;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";708;88;400;220;-
" ";" ";"Moški";415;65;250;100;-
" ";" ";"Ženske";293;23;150;120;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";688;70;393;225;-
" ";" ";"Moški";396;51;244;101;-
" ";" ";"Ženske";292;19;149;124;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";751;78;414;259;-
" ";" ";"Moški";433;58;260;115;-
" ";" ";"Ženske";318;20;154;144;-
"Tišina"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1640;506;944;179;11
" ";" ";"Moški";897;299;516;75;7
" ";" ";"Ženske";743;207;428;104;4
" ";"2006"
" ";" ";"Spol - SKUPAJ";1665;499;962;194;10
" ";" ";"Moški";915;300;534;73;8
" ";" ";"Ženske";750;199;428;121;3
" ";"2007"
" ";" ";"Spol - SKUPAJ";1710;502;993;206;9
" ";" ";"Moški";952;313;559;76;5
" ";" ";"Ženske";757;189;434;130;4
" ";"2008"
" ";" ";"Spol - SKUPAJ";1733;488;1013;225;7
" ";" ";"Moški";951;297;565;84;5
" ";" ";"Ženske";782;191;448;141;2
" ";"2009"
" ";" ";"Spol - SKUPAJ";1493;345;909;233;6
" ";" ";"Moški";842;211;534;91;6
" ";" ";"Ženske";651;134;375;142;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";1450;297;905;245;3
" ";" ";"Moški";802;174;528;97;3
" ";" ";"Ženske";648;123;377;148;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";1545;347;934;264;-
" ";" ";"Moški";854;205;545;104;-
" ";" ";"Ženske";691;142;389;160;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1502;302;924;276;-
" ";" ";"Moški";811;175;525;111;-
" ";" ";"Ženske";691;127;399;165;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1464;263;913;288;-
" ";" ";"Moški";784;150;522;112;-
" ";" ";"Ženske";680;113;391;176;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1418;239;885;294;-
" ";" ";"Moški";787;142;524;121;-
" ";" ";"Ženske";631;97;361;173;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1395;217;872;306;-
" ";" ";"Moški";778;139;516;123;-
" ";" ";"Ženske";617;78;356;183;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1389;191;869;329;-
" ";" ";"Moški";744;110;506;128;-
" ";" ";"Ženske";645;81;363;201;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1457;210;892;355;-
" ";" ";"Moški";799;124;537;138;-
" ";" ";"Ženske";658;86;355;217;-
"Tolmin"
" ";"2005"
" ";" ";"Spol - SKUPAJ";4764;1255;2495;955;59
" ";" ";"Moški";2708;718;1512;432;46
" ";" ";"Ženske";2056;538;983;523;13
" ";"2006"
" ";" ";"Spol - SKUPAJ";4858;1260;2541;1001;56
" ";" ";"Moški";2787;732;1561;451;43
" ";" ";"Ženske";2071;529;979;550;13
" ";"2007"
" ";" ";"Spol - SKUPAJ";4985;1263;2599;1072;51
" ";" ";"Moški";2894;771;1604;481;38
" ";" ";"Ženske";2091;491;995;591;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";4959;1221;2579;1110;49
" ";" ";"Moški";2863;755;1572;499;38
" ";" ";"Ženske";2096;466;1007;611;11
" ";"2009"
" ";" ";"Spol - SKUPAJ";4557;938;2498;1077;44
" ";" ";"Moški";2616;563;1548;473;32
" ";" ";"Ženske";1941;375;949;604;12
" ";"2010"
" ";" ";"Spol - SKUPAJ";4526;908;2465;1114;39
" ";" ";"Moški";2588;545;1522;486;35
" ";" ";"Ženske";1938;363;943;628;4
" ";"2011"
" ";" ";"Spol - SKUPAJ";4507;855;2474;1178;-
" ";" ";"Moški";2568;506;1538;524;-
" ";" ";"Ženske";1939;349;936;654;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";4306;764;2395;1147;-
" ";" ";"Moški";2459;448;1509;502;-
" ";" ";"Ženske";1847;316;886;645;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";4338;731;2404;1203;-
" ";" ";"Moški";2478;433;1516;529;-
" ";" ";"Ženske";1860;298;888;674;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";4280;687;2366;1227;-
" ";" ";"Moški";2454;404;1517;533;-
" ";" ";"Ženske";1826;283;849;694;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";4189;631;2313;1245;-
" ";" ";"Moški";2371;366;1466;539;-
" ";" ";"Ženske";1818;265;847;706;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";4325;623;2367;1335;-
" ";" ";"Moški";2431;352;1499;580;-
" ";" ";"Ženske";1894;271;868;755;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";4414;602;2374;1438;-
" ";" ";"Moški";2465;339;1504;622;-
" ";" ";"Ženske";1949;263;870;816;-
"Trbovlje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";6689;1350;3889;1363;87
" ";" ";"Moški";3744;759;2343;606;36
" ";" ";"Ženske";2946;591;1546;757;51
" ";"2006"
" ";" ";"Spol - SKUPAJ";6837;1397;3981;1399;61
" ";" ";"Moški";3860;797;2404;628;32
" ";" ";"Ženske";2977;600;1577;771;29
" ";"2007"
" ";" ";"Spol - SKUPAJ";6996;1412;4081;1463;41
" ";" ";"Moški";3901;798;2434;645;24
" ";" ";"Ženske";3095;614;1646;818;17
" ";"2008"
" ";" ";"Spol - SKUPAJ";7074;1414;4089;1524;47
" ";" ";"Moški";3869;769;2426;648;26
" ";" ";"Ženske";3204;645;1662;876;21
" ";"2009"
" ";" ";"Spol - SKUPAJ";6613;1117;3944;1524;28
" ";" ";"Moški";3596;593;2337;646;20
" ";" ";"Ženske";3017;524;1607;878;8
" ";"2010"
" ";" ";"Spol - SKUPAJ";6359;1016;3783;1535;25
" ";" ";"Moški";3371;509;2206;641;15
" ";" ";"Ženske";2988;507;1577;894;10
" ";"2011"
" ";" ";"Spol - SKUPAJ";6149;923;3639;1587;-
" ";" ";"Moški";3221;442;2121;658;-
" ";" ";"Ženske";2928;481;1518;929;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";5886;815;3482;1589;-
" ";" ";"Moški";3050;373;2023;654;-
" ";" ";"Ženske";2836;442;1459;935;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";5743;759;3369;1615;-
" ";" ";"Moški";2990;352;1975;663;-
" ";" ";"Ženske";2753;407;1394;952;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";5830;739;3424;1667;-
" ";" ";"Moški";3042;339;2017;686;-
" ";" ";"Ženske";2788;400;1407;981;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";5678;694;3326;1658;-
" ";" ";"Moški";2908;302;1934;672;-
" ";" ";"Ženske";2770;392;1392;986;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";5757;662;3366;1729;-
" ";" ";"Moški";2962;291;1955;716;-
" ";" ";"Ženske";2795;371;1411;1013;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";6002;670;3502;1830;-
" ";" ";"Moški";3121;301;2055;765;-
" ";" ";"Ženske";2881;369;1447;1065;-
"Trebnje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";8143;1934;4636;1279;293
" ";" ";"Moški";4726;1215;2781;514;216
" ";" ";"Ženske";3416;719;1854;765;78
" ";"2006"
" ";" ";"Spol - SKUPAJ";8379;1904;4788;1392;296
" ";" ";"Moški";4883;1208;2905;552;218
" ";" ";"Ženske";3496;695;1883;840;78
" ";"2007"
" ";" ";"Spol - SKUPAJ";6377;1242;3755;1193;187
" ";" ";"Moški";3755;800;2324;486;144
" ";" ";"Ženske";2621;441;1431;707;42
" ";"2008"
" ";" ";"Spol - SKUPAJ";6845;1419;3967;1286;173
" ";" ";"Moški";4167;982;2544;515;125
" ";" ";"Ženske";2679;437;1423;771;48
" ";"2009"
" ";" ";"Spol - SKUPAJ";6755;1228;4083;1369;74
" ";" ";"Moški";4087;840;2626;566;54
" ";" ";"Ženske";2668;388;1457;803;20
" ";"2010"
" ";" ";"Spol - SKUPAJ";6457;1023;3916;1465;53
" ";" ";"Moški";3850;709;2501;603;37
" ";" ";"Ženske";2607;314;1415;862;16
" ";"2011"
" ";" ";"Spol - SKUPAJ";6426;949;3867;1610;-
" ";" ";"Moški";3766;642;2473;651;-
" ";" ";"Ženske";2660;307;1394;959;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";5410;808;3181;1421;-
" ";" ";"Moški";3158;535;2048;575;-
" ";" ";"Ženske";2252;273;1133;846;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";5373;732;3193;1448;-
" ";" ";"Moški";3143;464;2086;593;-
" ";" ";"Ženske";2230;268;1107;855;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";5434;652;3244;1538;-
" ";" ";"Moški";3205;442;2139;624;-
" ";" ";"Ženske";2229;210;1105;914;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";5457;581;3257;1619;-
" ";" ";"Moški";3169;382;2139;648;-
" ";" ";"Ženske";2288;199;1118;971;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";5688;554;3387;1747;-
" ";" ";"Moški";3279;360;2225;694;-
" ";" ";"Ženske";2409;194;1162;1053;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";6006;582;3550;1874;-
" ";" ";"Moški";3507;386;2370;751;-
" ";" ";"Ženske";2499;196;1180;1123;-
"Trnovska vas"
" ";"2005"
" ";" ";"Spol - SKUPAJ";480;132;275;29;43
" ";" ";"Moški";308;90;175;13;29
" ";" ";"Ženske";172;42;100;16;14
" ";"2006"
" ";" ";"Spol - SKUPAJ";506;142;294;28;42
" ";" ";"Moški";318;96;182;12;29
" ";" ";"Ženske";187;46;112;16;14
" ";"2007"
" ";" ";"Spol - SKUPAJ";518;134;303;37;44
" ";" ";"Moški";320;93;180;15;32
" ";" ";"Ženske";199;41;123;22;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";552;148;314;49;41
" ";" ";"Moški";339;105;186;20;27
" ";" ";"Ženske";213;42;128;29;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";524;119;324;55;26
" ";" ";"Moški";320;84;199;21;17
" ";" ";"Ženske";204;35;126;34;9
" ";"2010"
" ";" ";"Spol - SKUPAJ";505;103;321;59;22
" ";" ";"Moški";303;71;194;22;16
" ";" ";"Ženske";202;32;127;37;6
" ";"2011"
" ";" ";"Spol - SKUPAJ";548;139;346;63;-
" ";" ";"Moški";321;94;205;22;-
" ";" ";"Ženske";227;45;141;41;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";494;101;325;68;-
" ";" ";"Moški";285;66;194;25;-
" ";" ";"Ženske";209;35;131;43;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";510;110;328;72;-
" ";" ";"Moški";285;66;192;27;-
" ";" ";"Ženske";225;44;136;45;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";513;95;337;81;-
" ";" ";"Moški";306;61;216;29;-
" ";" ";"Ženske";207;34;121;52;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";519;81;346;92;-
" ";" ";"Moški";297;46;216;35;-
" ";" ";"Ženske";222;35;130;57;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";544;80;364;100;-
" ";" ";"Moški";306;45;224;37;-
" ";" ";"Ženske";238;35;140;63;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";546;71;373;102;-
" ";" ";"Moški";291;38;213;40;-
" ";" ";"Ženske";255;33;160;62;-
"Trzin"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1718;180;862;672;4
" ";" ";"Moški";876;82;485;306;3
" ";" ";"Ženske";842;98;377;366;1
" ";"2006"
" ";" ";"Spol - SKUPAJ";1671;146;831;692;2
" ";" ";"Moški";871;86;476;308;1
" ";" ";"Ženske";800;60;355;384;1
" ";"2007"
" ";" ";"Spol - SKUPAJ";1686;138;838;710;1
" ";" ";"Moški";888;86;488;314;1
" ";" ";"Ženske";798;52;350;396;-
" ";"2008"
" ";" ";"Spol - SKUPAJ";1695;154;827;713;-
" ";" ";"Moški";894;104;484;305;-
" ";" ";"Ženske";801;50;343;408;-
" ";"2009"
" ";" ";"Spol - SKUPAJ";1695;150;827;718;-
" ";" ";"Moški";897;102;489;306;-
" ";" ";"Ženske";798;48;338;412;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";1623;131;779;713;-
" ";" ";"Moški";858;89;470;299;-
" ";" ";"Ženske";765;42;309;414;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";1591;118;755;718;-
" ";" ";"Moški";816;81;444;291;-
" ";" ";"Ženske";775;37;311;427;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1534;94;722;718;-
" ";" ";"Moški";797;62;434;301;-
" ";" ";"Ženske";737;32;288;417;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1519;92;696;731;-
" ";" ";"Moški";784;63;411;310;-
" ";" ";"Ženske";735;29;285;421;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1533;92;701;740;-
" ";" ";"Moški";801;62;425;314;-
" ";" ";"Ženske";732;30;276;426;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1579;89;717;773;-
" ";" ";"Moški";823;57;430;336;-
" ";" ";"Ženske";756;32;287;437;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1619;90;739;790;-
" ";" ";"Moški";845;59;446;340;-
" ";" ";"Ženske";774;31;293;450;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1657;96;713;848;-
" ";" ";"Moški";868;65;437;366;-
" ";" ";"Ženske";789;31;276;482;-
"Tržiè"
" ";"2005"
" ";" ";"Spol - SKUPAJ";6179;1495;3542;1081;61
" ";" ";"Moški";3429;873;2064;450;42
" ";" ";"Ženske";2750;623;1478;631;19
" ";"2006"
" ";" ";"Spol - SKUPAJ";6319;1520;3603;1140;57
" ";" ";"Moški";3516;905;2105;466;41
" ";" ";"Ženske";2803;615;1498;674;16
" ";"2007"
" ";" ";"Spol - SKUPAJ";6501;1555;3674;1220;52
" ";" ";"Moški";3614;944;2123;509;38
" ";" ";"Ženske";2886;611;1551;711;13
" ";"2008"
" ";" ";"Spol - SKUPAJ";6557;1500;3700;1309;48
" ";" ";"Moški";3644;939;2125;546;34
" ";" ";"Ženske";2913;561;1576;763;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";6263;1226;3663;1342;31
" ";" ";"Moški";3484;775;2132;555;22
" ";" ";"Ženske";2779;452;1531;787;9
" ";"2010"
" ";" ";"Spol - SKUPAJ";6051;1140;3523;1368;20
" ";" ";"Moški";3391;731;2087;559;14
" ";" ";"Ženske";2660;409;1436;809;6
" ";"2011"
" ";" ";"Spol - SKUPAJ";6050;1090;3480;1480;-
" ";" ";"Moški";3372;687;2072;613;-
" ";" ";"Ženske";2678;403;1408;867;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";5883;952;3418;1513;-
" ";" ";"Moški";3254;590;2038;626;-
" ";" ";"Ženske";2629;362;1380;887;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";5851;895;3412;1544;-
" ";" ";"Moški";3216;543;2041;632;-
" ";" ";"Ženske";2635;352;1371;912;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";5958;864;3457;1637;-
" ";" ";"Moški";3260;518;2059;683;-
" ";" ";"Ženske";2698;346;1398;954;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";5933;810;3440;1683;-
" ";" ";"Moški";3238;481;2071;686;-
" ";" ";"Ženske";2695;329;1369;997;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";6095;761;3578;1756;-
" ";" ";"Moški";3306;447;2135;724;-
" ";" ";"Ženske";2789;314;1443;1032;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";6280;753;3678;1849;-
" ";" ";"Moški";3382;438;2196;748;-
" ";" ";"Ženske";2898;315;1482;1101;-
"Turnišèe"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1036;236;658;121;21
" ";" ";"Moški";637;156;404;61;17
" ";" ";"Ženske";399;80;254;60;4
" ";"2006"
" ";" ";"Spol - SKUPAJ";1270;317;793;136;24
" ";" ";"Moški";737;181;467;69;20
" ";" ";"Ženske";533;136;326;67;4
" ";"2007"
" ";" ";"Spol - SKUPAJ";1347;336;853;144;14
" ";" ";"Moški";789;202;506;71;10
" ";" ";"Ženske";558;134;347;73;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";1391;353;873;162;3
" ";" ";"Moški";800;214;508;76;2
" ";" ";"Ženske";591;139;364;86;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";1251;241;814;169;27
" ";" ";"Moški";744;145;497;80;22
" ";" ";"Ženske";507;96;318;89;5
" ";"2010"
" ";" ";"Spol - SKUPAJ";1265;248;811;181;25
" ";" ";"Moški";734;148;482;83;21
" ";" ";"Ženske";531;100;329;98;4
" ";"2011"
" ";" ";"Spol - SKUPAJ";1324;251;854;219;-
" ";" ";"Moški";769;148;511;110;-
" ";" ";"Ženske";555;103;343;109;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1256;201;812;243;-
" ";" ";"Moški";701;111;477;113;-
" ";" ";"Ženske";555;90;335;130;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1225;188;799;238;-
" ";" ";"Moški";681;101;472;108;-
" ";" ";"Ženske";544;87;327;130;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1200;171;790;239;-
" ";" ";"Moški";676;97;473;106;-
" ";" ";"Ženske";524;74;317;133;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1189;149;787;253;-
" ";" ";"Moški";665;80;476;109;-
" ";" ";"Ženske";524;69;311;144;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1222;142;826;254;-
" ";" ";"Moški";682;73;502;107;-
" ";" ";"Ženske";540;69;324;147;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1225;141;799;285;-
" ";" ";"Moški";669;70;479;120;-
" ";" ";"Ženske";556;71;320;165;-
"Velenje"
" ";"2005"
" ";" ";"Spol - SKUPAJ";15240;3705;8950;2533;52
" ";" ";"Moški";8560;1805;5581;1152;22
" ";" ";"Ženske";6680;1900;3369;1381;30
" ";"2006"
" ";" ";"Spol - SKUPAJ";15474;3628;9080;2722;45
" ";" ";"Moški";8742;1789;5717;1220;17
" ";" ";"Ženske";6732;1839;3363;1502;28
" ";"2007"
" ";" ";"Spol - SKUPAJ";16029;3867;9252;2868;42
" ";" ";"Moški";9263;2115;5861;1270;18
" ";" ";"Ženske";6766;1752;3392;1598;24
" ";"2008"
" ";" ";"Spol - SKUPAJ";15791;3622;9133;2991;45
" ";" ";"Moški";9025;1945;5757;1304;19
" ";" ";"Ženske";6766;1677;3376;1687;25
" ";"2009"
" ";" ";"Spol - SKUPAJ";14544;2781;8664;3075;24
" ";" ";"Moški";8089;1349;5402;1324;13
" ";" ";"Ženske";6455;1432;3262;1750;11
" ";"2010"
" ";" ";"Spol - SKUPAJ";13335;2249;7962;3107;17
" ";" ";"Moški";7229;1018;4881;1321;9
" ";" ";"Ženske";6106;1231;3081;1786;8
" ";"2011"
" ";" ";"Spol - SKUPAJ";13193;2105;7837;3251;-
" ";" ";"Moški";7140;909;4857;1374;-
" ";" ";"Ženske";6053;1196;2980;1877;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";12901;1830;7711;3360;-
" ";" ";"Moški";6994;751;4834;1409;-
" ";" ";"Ženske";5907;1079;2877;1951;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";12754;1690;7608;3456;-
" ";" ";"Moški";6937;680;4795;1462;-
" ";" ";"Ženske";5817;1010;2813;1994;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";12547;1604;7382;3561;-
" ";" ";"Moški";6796;611;4650;1535;-
" ";" ";"Ženske";5751;993;2732;2026;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";12647;1542;7429;3676;-
" ";" ";"Moški";6836;604;4665;1567;-
" ";" ";"Ženske";5811;938;2764;2109;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";13034;1492;7664;3878;-
" ";" ";"Moški";6986;580;4775;1631;-
" ";" ";"Ženske";6048;912;2889;2247;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";13439;1560;7761;4118;-
" ";" ";"Moški";7239;658;4838;1743;-
" ";" ";"Ženske";6200;902;2923;2375;-
"Velika Polana"
" ";"2005"
" ";" ";"Spol - SKUPAJ";532;165;293;66;8
" ";" ";"Moški";343;114;193;30;6
" ";" ";"Ženske";190;51;100;36;2
" ";"2006"
" ";" ";"Spol - SKUPAJ";590;186;324;72;8
" ";" ";"Moški";360;116;205;34;6
" ";" ";"Ženske";230;71;119;38;2
" ";"2007"
" ";" ";"Spol - SKUPAJ";597;184;330;74;10
" ";" ";"Moški";371;116;213;35;7
" ";" ";"Ženske";226;68;117;39;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";599;181;333;74;10
" ";" ";"Moški";360;113;208;32;7
" ";" ";"Ženske";238;68;125;42;3
" ";"2009"
" ";" ";"Spol - SKUPAJ";552;130;325;81;16
" ";" ";"Moški";337;82;210;29;16
" ";" ";"Ženske";215;48;115;52;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";537;112;322;81;22
" ";" ";"Moški";329;69;211;30;19
" ";" ";"Ženske";208;43;111;51;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";559;142;332;85;-
" ";" ";"Moški";331;83;215;33;-
" ";" ";"Ženske";228;59;117;52;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";561;118;352;91;-
" ";" ";"Moški";339;73;230;36;-
" ";" ";"Ženske";222;45;122;55;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";553;110;342;101;-
" ";" ";"Moški";319;65;216;38;-
" ";" ";"Ženske";234;45;126;63;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";539;95;342;102;-
" ";" ";"Moški";313;56;221;36;-
" ";" ";"Ženske";226;39;121;66;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";541;84;352;105;-
" ";" ";"Moški";311;50;223;38;-
" ";" ";"Ženske";230;34;129;67;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";542;75;354;113;-
" ";" ";"Moški";306;42;224;40;-
" ";" ";"Ženske";236;33;130;73;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";575;84;363;128;-
" ";" ";"Moški";325;45;233;47;-
" ";" ";"Ženske";250;39;130;81;-
"Velike Lašèe"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1740;351;1071;302;16
" ";" ";"Moški";1006;224;650;123;9
" ";" ";"Ženske";734;127;421;179;7
" ";"2006"
" ";" ";"Spol - SKUPAJ";1803;353;1104;332;15
" ";" ";"Moški";1041;229;671;131;10
" ";" ";"Ženske";762;124;433;201;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";1855;353;1131;358;14
" ";" ";"Moški";1066;230;689;139;8
" ";" ";"Ženske";788;122;441;219;6
" ";"2008"
" ";" ";"Spol - SKUPAJ";1912;367;1153;382;11
" ";" ";"Moški";1093;249;694;146;4
" ";" ";"Ženske";819;118;458;236;7
" ";"2009"
" ";" ";"Spol - SKUPAJ";1880;280;1191;402;7
" ";" ";"Moški";1069;180;731;155;3
" ";" ";"Ženske";811;100;460;247;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";1771;233;1114;418;6
" ";" ";"Moški";994;150;680;161;3
" ";" ";"Ženske";777;83;434;257;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";1806;212;1135;459;-
" ";" ";"Moški";1000;127;697;176;-
" ";" ";"Ženske";806;85;438;283;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1708;147;1072;489;-
" ";" ";"Moški";926;84;656;186;-
" ";" ";"Ženske";782;63;416;303;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1699;134;1059;506;-
" ";" ";"Moški";921;72;656;193;-
" ";" ";"Ženske";778;62;403;313;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1702;126;1043;533;-
" ";" ";"Moški";912;71;639;202;-
" ";" ";"Ženske";790;55;404;331;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1753;117;1072;564;-
" ";" ";"Moški";945;66;664;215;-
" ";" ";"Ženske";808;51;408;349;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1792;107;1073;612;-
" ";" ";"Moški";949;56;665;228;-
" ";" ";"Ženske";843;51;408;384;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1866;113;1093;660;-
" ";" ";"Moški";1006;63;686;257;-
" ";" ";"Ženske";860;50;407;403;-
"Veržej"
" ";"2005"
" ";" ";"Spol - SKUPAJ";502;93;308;94;6
" ";" ";"Moški";277;56;177;40;3
" ";" ";"Ženske";225;37;131;54;3
" ";"2006"
" ";" ";"Spol - SKUPAJ";515;87;316;106;5
" ";" ";"Moški";277;47;183;44;3
" ";" ";"Ženske";238;40;134;62;2
" ";"2007"
" ";" ";"Spol - SKUPAJ";523;91;324;103;5
" ";" ";"Moški";288;52;187;45;4
